"rules","support","confidence","coverage","lift","count"
"{aquatic=no,breathes=yes} => {domestic=no}",0.525252525252525,0.825396825396825,0.636363636363636,0.939244663382594,52
"{aquatic=no,domestic=no} => {breathes=yes}",0.525252525252525,0.981132075471698,0.535353535353535,1.24528301886792,52
"{aquatic=no,breathes=yes} => {venomous=no}",0.595959595959596,0.936507936507937,0.636363636363636,1.01883830455259,59
"{aquatic=no,venomous=no} => {breathes=yes}",0.595959595959596,0.983333333333333,0.606060606060606,1.24807692307692,59
"{breathes=yes,venomous=no} => {aquatic=no}",0.595959595959596,0.808219178082192,0.737373737373737,1.25021404109589,59
"{feathers=no,aquatic=no} => {fins=no}",0.505050505050505,1,0.505050505050505,1.20731707317073,50
"{feathers=no,fins=no} => {aquatic=no}",0.505050505050505,0.806451612903226,0.626262626262626,1.24747983870968,50
"{aquatic=no,backbone=yes} => {fins=no}",0.525252525252525,1,0.525252525252525,1.20731707317073,52
"{aquatic=no,fins=no} => {backbone=yes}",0.525252525252525,0.8125,0.646464646464647,0.993055555555556,52
"{backbone=yes,fins=no} => {aquatic=no}",0.525252525252525,0.8125,0.646464646464647,1.2568359375,52
"{aquatic=no,backbone=yes} => {venomous=no}",0.515151515151515,0.980769230769231,0.525252525252525,1.06699070160609,51
"{aquatic=no,venomous=no} => {backbone=yes}",0.515151515151515,0.85,0.606060606060606,1.03888888888889,51
"{aquatic=no,fins=no} => {domestic=no}",0.535353535353535,0.828125,0.646464646464647,0.942349137931034,53
"{aquatic=no,domestic=no} => {fins=no}",0.535353535353535,1,0.535353535353535,1.20731707317073,53
"{aquatic=no,fins=no} => {venomous=no}",0.606060606060606,0.9375,0.646464646464647,1.01991758241758,60
"{aquatic=no,venomous=no} => {fins=no}",0.606060606060606,1,0.606060606060606,1.20731707317073,60
"{venomous=no,fins=no} => {aquatic=no}",0.606060606060606,0.8,0.757575757575758,1.2375,60
"{aquatic=no,domestic=no} => {venomous=no}",0.505050505050505,0.943396226415094,0.535353535353535,1.02633215840763,50
"{aquatic=no,venomous=no} => {domestic=no}",0.505050505050505,0.833333333333333,0.606060606060606,0.948275862068966,50
"{airborne=no,tail=yes} => {feathers=no}",0.535353535353535,0.929824561403509,0.575757575757576,1.16522318454364,53
"{feathers=no,tail=yes} => {airborne=no}",0.535353535353535,0.963636363636364,0.555555555555556,1.272,53
"{airborne=no,tail=yes} => {backbone=yes}",0.565656565656566,0.982456140350877,0.575757575757576,1.20077972709552,56
"{airborne=no,backbone=yes} => {tail=yes}",0.565656565656566,0.888888888888889,0.636363636363636,1.17333333333333,56
"{airborne=no,tail=yes} => {domestic=no}",0.505050505050505,0.87719298245614,0.575757575757576,0.998185117967332,50
"{airborne=no,tail=yes} => {venomous=no}",0.535353535353535,0.929824561403509,0.575757575757576,1.01156737998843,53
"{airborne=no,breathes=yes} => {feathers=no}",0.505050505050505,0.925925925925926,0.545454545454546,1.16033755274262,50
"{feathers=no,breathes=yes} => {airborne=no}",0.505050505050505,0.862068965517241,0.585858585858586,1.13793103448276,50
"{airborne=no,breathes=yes} => {fins=no}",0.505050505050505,0.925925925925926,0.545454545454546,1.11788617886179,50
"{airborne=no,fins=no} => {breathes=yes}",0.505050505050505,0.862068965517241,0.585858585858586,1.09416445623342,50
"{airborne=no,breathes=yes} => {venomous=no}",0.515151515151515,0.944444444444444,0.545454545454545,1.02747252747253,51
"{feathers=no,airborne=no} => {backbone=yes}",0.595959595959596,0.830985915492958,0.717171717171717,1.01564945226917,59
"{airborne=no,backbone=yes} => {feathers=no}",0.595959595959596,0.936507936507937,0.636363636363636,1.17359855334539,59
"{feathers=no,backbone=yes} => {airborne=no}",0.595959595959596,0.967213114754098,0.616161616161616,1.27672131147541,59
"{airborne=no,fins=no} => {feathers=no}",0.545454545454545,0.931034482758621,0.585858585858586,1.16673941510258,54
"{feathers=no,fins=no} => {airborne=no}",0.545454545454545,0.870967741935484,0.626262626262626,1.14967741935484,54
"{feathers=no,airborne=no} => {domestic=no}",0.636363636363636,0.887323943661972,0.717171717171717,1.00971345313259,63
"{airborne=no,domestic=no} => {feathers=no}",0.636363636363636,0.940298507462687,0.676767676767677,1.17834876251653,63
"{feathers=no,domestic=no} => {airborne=no}",0.636363636363636,0.9,0.707070707070707,1.188,63
"{feathers=no,airborne=no} => {venomous=no}",0.656565656565657,0.915492957746479,0.717171717171717,0.995975855130785,65
"{airborne=no,venomous=no} => {feathers=no}",0.656565656565657,0.942028985507246,0.696969696969697,1.18051733626857,65
"{feathers=no,venomous=no} => {airborne=no}",0.656565656565657,0.915492957746479,0.717171717171717,1.20845070422535,65
"{airborne=no,backbone=yes} => {domestic=no}",0.555555555555556,0.873015873015873,0.636363636363636,0.993431855500821,55
"{airborne=no,domestic=no} => {backbone=yes}",0.555555555555556,0.82089552238806,0.676767676767677,1.00331674958541,55
"{airborne=no,backbone=yes} => {venomous=no}",0.595959595959596,0.936507936507937,0.636363636363636,1.01883830455259,59
"{airborne=no,venomous=no} => {backbone=yes}",0.595959595959596,0.855072463768116,0.696969696969697,1.0450885668277,59
"{airborne=no,fins=no} => {domestic=no}",0.515151515151515,0.879310344827586,0.585858585858586,1.00059453032105,51
"{airborne=no,fins=no} => {venomous=no}",0.535353535353535,0.913793103448276,0.585858585858586,0.99412656309208,53
"{airborne=no,domestic=no} => {venomous=no}",0.616161616161616,0.91044776119403,0.676767676767677,0.990487124815483,61
"{airborne=no,venomous=no} => {domestic=no}",0.616161616161616,0.884057971014493,0.696969696969697,1.00599700149925,61
"{breathes=yes,tail=yes} => {backbone=yes}",0.606060606060606,0.983606557377049,0.616161616161616,1.20218579234973,60
"{backbone=yes,tail=yes} => {breathes=yes}",0.606060606060606,0.810810810810811,0.747474747474747,1.02910602910603,60
"{backbone=yes,breathes=yes} => {tail=yes}",0.606060606060606,0.895522388059702,0.676767676767677,1.18208955223881,60
"{breathes=yes,tail=yes} => {fins=no}",0.585858585858586,0.950819672131147,0.616161616161616,1.14794082367053,58
"{fins=no,tail=yes} => {breathes=yes}",0.585858585858586,0.983050847457627,0.595959595959596,1.2477183833116,58
"{breathes=yes,tail=yes} => {domestic=no}",0.525252525252525,0.852459016393443,0.616161616161616,0.970039570378745,52
"{tail=yes,domestic=no} => {breathes=yes}",0.525252525252525,0.8,0.656565656565657,1.01538461538462,52
"{breathes=yes,tail=yes} => {venomous=no}",0.595959595959596,0.967213114754098,0.616161616161616,1.05224283912808,59
"{venomous=no,tail=yes} => {breathes=yes}",0.595959595959596,0.830985915492958,0.717171717171717,1.05471289274106,59
"{breathes=yes,venomous=no} => {tail=yes}",0.595959595959596,0.808219178082192,0.737373737373737,1.06684931506849,59
"{feathers=no,tail=yes} => {backbone=yes}",0.545454545454545,0.981818181818182,0.555555555555555,1.2,54
"{feathers=no,backbone=yes} => {tail=yes}",0.545454545454545,0.885245901639344,0.616161616161616,1.16852459016393,54
"{feathers=no,tail=yes} => {venomous=no}",0.515151515151515,0.927272727272727,0.555555555555556,1.00879120879121,51
"{fins=no,tail=yes} => {backbone=yes}",0.585858585858586,0.983050847457627,0.595959595959596,1.2015065913371,58
"{backbone=yes,fins=no} => {tail=yes}",0.585858585858586,0.90625,0.646464646464646,1.19625,58
"{backbone=yes,tail=yes} => {domestic=no}",0.646464646464647,0.864864864864865,0.747474747474748,0.984156570363467,64
"{tail=yes,domestic=no} => {backbone=yes}",0.646464646464647,0.984615384615385,0.656565656565657,1.2034188034188,64
"{backbone=yes,domestic=no} => {tail=yes}",0.646464646464647,0.914285714285714,0.707070707070707,1.20685714285714,64
"{backbone=yes,tail=yes} => {venomous=no}",0.717171717171717,0.959459459459459,0.747474747474747,1.04380754380754,71
"{venomous=no,tail=yes} => {backbone=yes}",0.717171717171717,1,0.717171717171717,1.22222222222222,71
"{backbone=yes,venomous=no} => {tail=yes}",0.717171717171717,0.922077922077922,0.777777777777778,1.21714285714286,71
"{fins=no,tail=yes} => {domestic=no}",0.505050505050505,0.847457627118644,0.595959595959596,0.964348334307423,50
"{fins=no,tail=yes} => {venomous=no}",0.565656565656566,0.949152542372881,0.595959595959596,1.03259452411995,56
"{tail=yes,domestic=no} => {venomous=no}",0.616161616161616,0.938461538461538,0.656565656565657,1.02096365173288,61
"{venomous=no,tail=yes} => {domestic=no}",0.616161616161616,0.859154929577465,0.717171717171717,0.977659057795046,61
"{feathers=no,breathes=yes} => {fins=no}",0.545454545454545,0.931034482758621,0.585858585858586,1.12405382674516,54
"{feathers=no,fins=no} => {breathes=yes}",0.545454545454545,0.870967741935484,0.626262626262626,1.10545905707196,54
"{feathers=no,breathes=yes} => {domestic=no}",0.505050505050505,0.862068965517241,0.585858585858586,0.980975029726516,50
"{feathers=no,breathes=yes} => {venomous=no}",0.535353535353535,0.913793103448276,0.585858585858586,0.99412656309208,53
"{backbone=yes,breathes=yes} => {fins=no}",0.636363636363636,0.940298507462687,0.676767676767677,1.13523844193666,63
"{breathes=yes,fins=no} => {backbone=yes}",0.636363636363636,0.851351351351351,0.747474747474748,1.04054054054054,63
"{backbone=yes,fins=no} => {breathes=yes}",0.636363636363636,0.984375,0.646464646464646,1.24939903846154,63
"{backbone=yes,breathes=yes} => {domestic=no}",0.575757575757576,0.850746268656716,0.676767676767677,0.968090581574884,57
"{breathes=yes,domestic=no} => {backbone=yes}",0.575757575757576,0.850746268656716,0.676767676767677,1.03980099502488,57
"{backbone=yes,domestic=no} => {breathes=yes}",0.575757575757576,0.814285714285714,0.707070707070707,1.03351648351648,57
"{backbone=yes,breathes=yes} => {venomous=no}",0.656565656565657,0.970149253731343,0.676767676767677,1.05543710021322,65
"{breathes=yes,venomous=no} => {backbone=yes}",0.656565656565657,0.89041095890411,0.737373737373737,1.0882800608828,65
"{backbone=yes,venomous=no} => {breathes=yes}",0.656565656565657,0.844155844155844,0.777777777777778,1.07142857142857,65
"{breathes=yes,fins=no} => {domestic=no}",0.636363636363636,0.851351351351351,0.747474747474748,0.968779123951538,63
"{breathes=yes,domestic=no} => {fins=no}",0.636363636363636,0.940298507462687,0.676767676767677,1.13523844193666,63
"{fins=no,domestic=no} => {breathes=yes}",0.636363636363636,0.887323943661972,0.717171717171717,1.12621885157096,63
"{breathes=yes,fins=no} => {venomous=no}",0.696969696969697,0.932432432432432,0.747474747474748,1.01440451440451,69
"{breathes=yes,venomous=no} => {fins=no}",0.696969696969697,0.945205479452055,0.737373737373737,1.14116271299699,69
"{venomous=no,fins=no} => {breathes=yes}",0.696969696969697,0.92,0.757575757575758,1.16769230769231,69
"{breathes=yes,domestic=no} => {venomous=no}",0.636363636363636,0.940298507462687,0.676767676767677,1.02296211251435,63
"{breathes=yes,venomous=no} => {domestic=no}",0.636363636363636,0.863013698630137,0.737373737373737,0.982050070854984,63
"{feathers=no,backbone=yes} => {domestic=no}",0.535353535353535,0.868852459016393,0.616161616161616,0.988694177501413,53
"{feathers=no,backbone=yes} => {venomous=no}",0.575757575757576,0.934426229508197,0.616161616161616,1.01657359034408,57
"{feathers=no,venomous=no} => {backbone=yes}",0.575757575757576,0.802816901408451,0.717171717171717,0.981220657276995,57
"{feathers=no,fins=no} => {domestic=no}",0.545454545454545,0.870967741935484,0.626262626262626,0.991101223581757,54
"{feathers=no,fins=no} => {venomous=no}",0.555555555555556,0.887096774193548,0.626262626262626,0.965083303792981,55
"{feathers=no,domestic=no} => {venomous=no}",0.636363636363636,0.9,0.707070707070707,0.979120879120879,63
"{feathers=no,venomous=no} => {domestic=no}",0.636363636363636,0.887323943661972,0.717171717171717,1.00971345313259,63
"{backbone=yes,fins=no} => {domestic=no}",0.545454545454545,0.84375,0.646464646464646,0.960129310344828,54
"{backbone=yes,fins=no} => {venomous=no}",0.616161616161616,0.953125,0.646464646464646,1.03691620879121,61
"{venomous=no,fins=no} => {backbone=yes}",0.616161616161616,0.813333333333333,0.757575757575758,0.994074074074074,61
"{backbone=yes,domestic=no} => {venomous=no}",0.666666666666667,0.942857142857143,0.707070707070707,1.02574568288854,66
"{backbone=yes,venomous=no} => {domestic=no}",0.666666666666667,0.857142857142857,0.777777777777778,0.975369458128079,66
"{venomous=no,domestic=no} => {backbone=yes}",0.666666666666667,0.825,0.808080808080808,1.00833333333333,66
"{fins=no,domestic=no} => {venomous=no}",0.656565656565657,0.915492957746479,0.717171717171717,0.995975855130785,65
"{venomous=no,fins=no} => {domestic=no}",0.656565656565657,0.866666666666667,0.757575757575758,0.986206896551724,65
"{venomous=no,domestic=no} => {fins=no}",0.656565656565657,0.8125,0.808080808080808,0.98094512195122,65
"{airborne=no,toothed=yes,tail=yes} => {feathers=no}",0.505050505050505,1,0.505050505050505,1.25316455696203,50
"{feathers=no,airborne=no,toothed=yes} => {tail=yes}",0.505050505050505,0.87719298245614,0.575757575757576,1.15789473684211,50
"{feathers=no,toothed=yes,tail=yes} => {airborne=no}",0.505050505050505,0.961538461538462,0.525252525252525,1.26923076923077,50
"{feathers=no,airborne=no,tail=yes} => {toothed=yes}",0.505050505050505,0.943396226415094,0.535353535353535,1.58298688839143,50
"{airborne=no,toothed=yes,tail=yes} => {backbone=yes}",0.505050505050505,1,0.505050505050505,1.22222222222222,50
"{airborne=no,toothed=yes,backbone=yes} => {tail=yes}",0.505050505050505,0.87719298245614,0.575757575757576,1.15789473684211,50
"{toothed=yes,backbone=yes,tail=yes} => {airborne=no}",0.505050505050505,0.961538461538462,0.525252525252525,1.26923076923077,50
"{airborne=no,backbone=yes,tail=yes} => {toothed=yes}",0.505050505050505,0.892857142857143,0.565656565656566,1.49818401937046,50
"{feathers=no,airborne=no,toothed=yes} => {backbone=yes}",0.575757575757576,1,0.575757575757576,1.22222222222222,57
"{airborne=no,toothed=yes,backbone=yes} => {feathers=no}",0.575757575757576,1,0.575757575757576,1.25316455696203,57
"{feathers=no,toothed=yes,backbone=yes} => {airborne=no}",0.575757575757576,0.966101694915254,0.595959595959596,1.27525423728814,57
"{feathers=no,airborne=no,backbone=yes} => {toothed=yes}",0.575757575757576,0.966101694915254,0.595959595959596,1.6210858948578,57
"{feathers=no,airborne=no,toothed=yes} => {venomous=no}",0.535353535353535,0.929824561403509,0.575757575757576,1.01156737998843,53
"{airborne=no,toothed=yes,venomous=no} => {feathers=no}",0.535353535353535,1,0.535353535353535,1.25316455696203,53
"{feathers=no,toothed=yes,venomous=no} => {airborne=no}",0.535353535353535,0.963636363636364,0.555555555555556,1.272,53
"{feathers=no,airborne=no,venomous=no} => {toothed=yes}",0.535353535353535,0.815384615384615,0.656565656565657,1.36818774445893,53
"{airborne=no,toothed=yes,backbone=yes} => {venomous=no}",0.535353535353535,0.929824561403509,0.575757575757576,1.01156737998843,53
"{airborne=no,toothed=yes,venomous=no} => {backbone=yes}",0.535353535353535,1,0.535353535353535,1.22222222222222,53
"{toothed=yes,backbone=yes,venomous=no} => {airborne=no}",0.535353535353535,0.963636363636364,0.555555555555556,1.272,53
"{airborne=no,backbone=yes,venomous=no} => {toothed=yes}",0.535353535353535,0.898305084745763,0.595959595959596,1.50732548118357,53
"{feathers=no,toothed=yes,tail=yes} => {backbone=yes}",0.525252525252525,1,0.525252525252525,1.22222222222222,52
"{toothed=yes,backbone=yes,tail=yes} => {feathers=no}",0.525252525252525,1,0.525252525252525,1.25316455696203,52
"{feathers=no,toothed=yes,backbone=yes} => {tail=yes}",0.525252525252525,0.88135593220339,0.595959595959596,1.16338983050847,52
"{feathers=no,backbone=yes,tail=yes} => {toothed=yes}",0.525252525252525,0.962962962962963,0.545454545454546,1.61581920903955,52
"{feathers=no,toothed=yes,backbone=yes} => {domestic=no}",0.515151515151515,0.864406779661017,0.595959595959596,0.983635300993571,51
"{feathers=no,toothed=yes,domestic=no} => {backbone=yes}",0.515151515151515,1,0.515151515151515,1.22222222222222,51
"{toothed=yes,backbone=yes,domestic=no} => {feathers=no}",0.515151515151515,1,0.515151515151515,1.25316455696203,51
"{feathers=no,backbone=yes,domestic=no} => {toothed=yes}",0.515151515151515,0.962264150943396,0.535353535353535,1.61464662615926,51
"{feathers=no,toothed=yes,backbone=yes} => {venomous=no}",0.555555555555556,0.932203389830508,0.595959595959596,1.01415533618923,55
"{feathers=no,toothed=yes,venomous=no} => {backbone=yes}",0.555555555555556,1,0.555555555555556,1.22222222222222,55
"{toothed=yes,backbone=yes,venomous=no} => {feathers=no}",0.555555555555556,1,0.555555555555556,1.25316455696203,55
"{feathers=no,backbone=yes,venomous=no} => {toothed=yes}",0.555555555555556,0.964912280701754,0.575757575757576,1.61909009812667,55
"{aquatic=no,backbone=yes,breathes=yes} => {fins=no}",0.525252525252525,1,0.525252525252525,1.20731707317073,52
"{aquatic=no,breathes=yes,fins=no} => {backbone=yes}",0.525252525252525,0.825396825396825,0.636363636363636,1.00881834215168,52
"{aquatic=no,backbone=yes,fins=no} => {breathes=yes}",0.525252525252525,1,0.525252525252525,1.26923076923077,52
"{backbone=yes,breathes=yes,fins=no} => {aquatic=no}",0.525252525252525,0.825396825396825,0.636363636363636,1.27678571428571,52
